stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
220540,22-540,V.-Crêpes / de la Sorbonne,,46.707666,-71.312139,,,,,
220550,22-550,V.-Crêpes / de Picardie,,46.708918,-71.307605,,,,,
220560,22-560,de Picardie / Plante,,46.710295,-71.309138,,,,,
220570,22-570,Plante / d'Évreux,,46.711716,-71.307112,,,,,
220580,22-580,Plante / Gosselin,,46.713294,-71.304774,,,,,
7962,7962,Cayer / M.-Victorin,,46.733834,-71.297218,,,,,
7726,7726,du Château / du G.-Bassin,,46.734880,-71.298723,,,,,
7722,7722,du Château / des Geais,,46.735774,-71.300109,,,,,
7718,7718,de la Corniche / du Château,,46.738757,-71.299495,,,,,
7714,7714,de la Corniche / des H.-Herbes,,46.737640,-71.302574,,,,,
7710,7710,de la Corniche / des Mésanges,,46.736619,-71.305178,,,,,
7706,7706,de la Corniche / Forestier,,46.735348,-71.308064,,,,,
7702,7702,Forestier / des Cormorans,,46.734383,-71.307075,,,,,
7294,7294,Forestier / des Harfangs,,46.732138,-71.303771,,,,,
7884,7884,M.-Victorin / De Beaurivage,,46.725719,-71.319237,,,,,
7880,7880,M.-Victorin / de l'Estran,,46.724514,-71.325233,,,,,
7820,7820,M.-Victorin / de la P.-à-Basile,,46.722780,-71.329612,,,,,
7816,7816,M.-Victorin / des Oies,,46.721413,-71.331916,,,,,
7812,7812,M.-Victorin / des Sternes,,46.719902,-71.334125,,,,,
7808,7808,M.-Victorin - arrêt 7808,,46.718350,-71.338728,,,,,
7804,7804,M.-Victorin / Méthot,,46.717010,-71.343164,,,,,
7800,7800,Méthot / du Houppier,,46.715992,-71.343080,,,,,
7396,7396,Méthot / des Pruches,,46.714731,-71.341392,,,,,
7388,7388,des Mélèzes / Méthot,,46.712619,-71.338438,,,,,
7380,7380,des Mélèzes / de l'Aubelle,,46.711825,-71.343745,,,,,
7872,7872,M.-Victorin / des Érables,,46.715030,-71.350735,,,,,
7368,7368,du Rocher / des Pins,,46.711891,-71.349689,,,,,
7364,7364,du Rocher / du Parc,,46.710642,-71.351606,,,,,
7360,7360,des Genévriers / des Fusains,,46.710974,-71.353506,,,,,
7356,7356,M.-Victorin / des Genévriers,,46.713155,-71.356844,,,,,
7352,7352,M.-Victorin / des Morillons,,46.712208,-71.359534,,,,,
7348,7348,M.-Victorin / des Gélinottes,,46.711019,-71.362149,,,,,
7344,7344,M.-Victorin - arrêt 7344,,46.708619,-71.368223,,,,,
7340,7340,M.-Victorin / des Herbiers,,46.707832,-71.371529,,,,,
7336,7336,M.-Victorin / L.-Provancher,,46.707028,-71.375984,,,,,
7332,7332,M.-Victorin / du Quai,,46.705969,-71.380563,,,,,
7328,7328,M.-Victorin / de la Vallée,,46.704058,-71.385254,,,,,
7324,7324,M.-Victorin / du Button,,46.702479,-71.389399,,,,,
7320,7320,M.-Victorin / A.-Gosselin,,46.701745,-71.392051,,,,,
7316,7316,M.-Victorin / de l'Orée,,46.700965,-71.395157,,,,,
7301,7301,des Pionniers / Baronet,,46.701535,-71.398122,,,,,
7303,7303,des Pionniers / de St-Nicolas,,46.702367,-71.400161,,,,,
7305,7305,des Pionniers / A.-Bergeron,,46.701727,-71.404139,,,,,
7307,7307,des Pionniers / de la Chapelle,,46.701407,-71.406197,,,,,
7309,7309,des Pionniers / M.-Victorin,,46.701032,-71.409637,,,,,
7311,7311,Arrêt 7311,,46.700591,-71.406394,,,,,
7313,7313,M.-Victorin / de la Sommière,,46.700678,-71.401307,,,,,
7315,7315,des Pionniers / M.-Victorin,,46.700719,-71.397868,,,,,
220010,22-010,de la Lisière / des Charmilles,,46.668398,-71.387210,,,,,
220020,22-020,des Charmilles / Hamel,,46.666542,-71.384439,,,,,
220030,22-030,des Charmilles / Filteau,,46.664677,-71.382895,,,,,
220040,22-040,Filteau - arrêt 22-0040,,46.665439,-71.380040,,,,,
7317,7317,M.-Victorin / de l'Orée,,46.700801,-71.395437,,,,,
7321,7321,M.-Victorin / A.-Gosselin,,46.701485,-71.392453,,,,,
7325,7325,M.-Victorin / du Button,,46.702115,-71.390155,,,,,
7329,7329,M.-Victorin / de la Vallée,,46.703671,-71.385697,,,,,
7333,7333,M.-Victorin / du Quai,,46.705783,-71.380733,,,,,
7337,7337,M.-Victorin / L.-Provancher,,46.706896,-71.376168,,,,,
7341,7341,M.-Victorin / des Herbiers,,46.707708,-71.371278,,,,,
7345,7345,M.-Victorin - arrêt 7345,,46.708627,-71.367700,,,,,
7349,7349,M.-Victorin / des Gélinottes,,46.710879,-71.362117,,,,,
7353,7353,M.-Victorin / des Morillons,,46.712060,-71.359604,,,,,
7357,7357,M.-Victorin / des Genévriers,,46.713026,-71.356598,,,,,
7361,7361,des Genévriers / des Fusains,,46.710995,-71.353812,,,,,
7365,7365,du Rocher / du Parc,,46.710433,-71.351673,,,,,
7369,7369,du Rocher / des Pins,,46.711693,-71.349749,,,,,
7373,7373,du Rocher / des Érables,,46.712691,-71.348211,,,,,
7381,7381,des Mélèzes / de l'Aubelle,,46.711972,-71.344221,,,,,
7389,7389,des Mélèzes / Méthot,,46.712431,-71.338276,,,,,
7397,7397,Méthot / des Pruches,,46.714706,-71.340930,,,,,
7801,7801,Méthot / de Honfleur,,46.715892,-71.342595,,,,,
7805,7805,M.-Victorin / Méthot,,46.716883,-71.342984,,,,,
7809,7809,M.-Victorin - arrêt 7809,,46.718234,-71.338721,,,,,
7813,7813,M.-Victorin / des Sternes,,46.719788,-71.334062,,,,,
7817,7817,M.-Victorin / des Oies,,46.721246,-71.331865,,,,,
7821,7821,M.-Victorin / Trottier,,46.722902,-71.328912,,,,,
7885,7885,M.-Victorin / De Beaurivage,,46.725493,-71.319629,,,,,
7889,7889,M.-Victorin / de l'Étoile,,46.726243,-71.316826,,,,,
7293,7293,Forestier / des Harfangs,,46.732257,-71.303695,,,,,
7701,7701,Forestier / des Cormorans,,46.734346,-71.306786,,,,,
7709,7709,de la Corniche / des Mésanges,,46.736624,-71.304718,,,,,
7713,7713,de la Corniche / des H.-Herbes,,46.737426,-71.302744,,,,,
7717,7717,de la Corniche / du Château,,46.738701,-71.299722,,,,,
7721,7721,du Château / des Geais,,46.735793,-71.300412,,,,,
7725,7725,du Château / du G.-Bassin,,46.734922,-71.299045,,,,,
7961,7961,Cayer / Drapeau,,46.733461,-71.296888,,,,,
7965,7965,Station Cayer,,46.732269,-71.295036,,,,,
8441,8441,des Frênes / des Cèdres,,46.706736,-71.292932,,,,,
220565,22-565,Plante / d'Évreux,,46.711834,-71.307212,,,,,
220555,22-555,Plante / de Picardie,,46.710495,-71.309309,,,,,
220545,22-545,V.-Crêpes / de Picardie,,46.708920,-71.307963,,,,,
220535,22-535,V.-Crêpes / de la Sorbonne,,46.707812,-71.311997,,,,,
220525,22-525,de Limoges / de Lausanne,,46.706619,-71.313562,,,,,
220515,22-515,de Limoges / de Fribourg,,46.705141,-71.311910,,,,,
220505,22-505,de Limoges / de la Seine,,46.703078,-71.310355,,,,,
220495,22-495,de la Seine / de la Sorbonne,,46.704436,-71.307642,,,,,
220485,22-485,de la Seine / de Bray,,46.705472,-71.305432,,,,,
220475,22-475,de la Seine / de Vimy,,46.706681,-71.302897,,,,,
220405,22-405,de la Seine / Olivier,,46.708405,-71.298256,,,,,
220395,22-395,Olivier - arrêt 22-0395,,46.705802,-71.298603,,,,,
220385,22-385,Olivier / William-G.-Ross,,46.698649,-71.301188,,,,,
220375,22-375,Olivier / J.-A.-Craig,,46.697247,-71.302963,,,,,
220365,22-365,Olivier - arrêt 22-0365,,46.695710,-71.306044,,,,,
220355,22-355,Olivier / A.-Desrochers,,46.694260,-71.308951,,,,,
220345,22-345,Parc industriel de Bernières-Nord,,46.693101,-71.311354,,,,,
220335,22-335,Olivier - arrêt 22-0335,,46.691764,-71.314071,,,,,
220325,22-325,Olivier / F.-Pelletier,,46.690242,-71.317054,,,,,
220315,22-315,Olivier - arrêt 22-0315,,46.689301,-71.319013,,,,,
220305,22-305,Olivier - arrêt 22-0305,,46.687461,-71.322763,,,,,
220295,22-295,Olivier - arrêt 22-0295,,46.685743,-71.326161,,,,,
220285,22-285,Olivier - arrêt 22-0285,,46.684062,-71.329556,,,,,
220275,22-275,Olivier - arrêt 22-0275,,46.681916,-71.333982,,,,,
220265,22-265,Olivier - arrêt 22-0265,,46.680460,-71.337876,,,,,
220245,22-245,Filteau / des Carrières,,46.678386,-71.349933,,,,,
220235,22-235,de Nantes / Chouinard,,46.676987,-71.350420,,,,,
220145,22-145,Filteau / J.-R.-Tardif,,46.670940,-71.364923,,,,,
220135,22-135,J.-R.-Tardif / Vallières,,46.672311,-71.366690,,,,,
220125,22-125,J.-R.-Tardif / Joce,,46.674153,-71.369037,,,,,
220115,22-115,Joce / Valroc,,46.673362,-71.370401,,,,,
220105,22-105,Joce / Jamin,,46.671731,-71.373424,,,,,
220095,22-095,Jamin / Vallières,,46.670600,-71.372098,,,,,
220085,22-085,Vallières / Valroc,,46.671561,-71.368248,,,,,
220065,22-065,Filteau / de l'Érablière,,46.668975,-71.370391,,,,,
220055,22-055,Filteau - arrêt 22-0055,,46.667249,-71.375254,,,,,
220045,22-045,Filteau - arrêt 22-0045,,46.665383,-71.380587,,,,,
220035,22-035,des Charmilles / Filteau,,46.664928,-71.382882,,,,,
220025,22-025,des Charmilles / Hamel,,46.666441,-71.384069,,,,,
220015,22-015,des Charmilles / de la Lisière,,46.667781,-71.385985,,,,,
220005,22-005,de la Lisière / des Charmilles,,46.667567,-71.388360,,,,,
7966,7966,Station Cayer,,46.732532,-71.295237,,,,,
190010,19-010,Vieux Chemin / du Flottage,,46.649999,-71.243988,,,,,
190020,19-020,Vieux Chemin / Robitaille,,46.651180,-71.245728,,,,,
190030,19-030,Robitaille - arrêt 19-0030,,46.651827,-71.248093,,,,,
190040,19-040,Robitaille / des Estacades,,46.653554,-71.250271,,,,,
190050,19-050,Robitaille / Vieux Chemin,,46.656554,-71.249135,,,,,
190060,19-060,Parc des Chérubins,,46.653769,-71.247677,,,,,
190070,19-070,du Flottage / Gagné,,46.652761,-71.243885,,,,,
190080,19-080,du Flottage / Vieux Chemin,,46.650290,-71.243908,,,,,
190100,19-100,St-Augustin / G.-Boutin,,46.659341,-71.239045,,,,,
190110,19-110,St-Augustin - arrêt 19-0110,,46.663145,-71.235910,,,,,
190120,19-120,St-Augustin / Bussières,,46.665621,-71.232887,,,,,
190240,19-240,des Arbrisseaux / des Conifères,,46.681234,-71.216295,,,,,
190250,19-250,des G.-Bois / des Arbrisseaux,,46.682739,-71.217266,,,,,
190290,19-290,des Samares / des C.-Verts,,46.686538,-71.217010,,,,,
190310,19-310,de l'A.-des-Bois / des Arbrisseaux,,46.684047,-71.219559,,,,,
190330,19-330,des Arbrisseaux / du Labrador,,46.683946,-71.223508,,,,,
190340,19-340,des Arbrisseaux / L.-Lapierre,,46.683707,-71.225361,,,,,
190370,19-370,St-Augustin - arrêt 19-0370,,46.688811,-71.234664,,,,,
190380,19-380,St-Augustin / D.-Hallé,,46.689913,-71.236845,,,,,
190440,19-440,Beaulieu / des Draveurs Nord,,46.695515,-71.245535,,,,,
190460,19-460,Beaulieu / de Charny,,46.698749,-71.254858,,,,,
190550,19-550,de Charny / des Générations,,46.711423,-71.269164,,,,,
190355,19-355,Beaulieu / de Charny,,46.698524,-71.254857,,,,,
190335,19-335,Beaulieu / des Draveurs Nord,,46.695608,-71.245940,,,,,
190315,19-315,St-Augustin / D.-Hallé,,46.689753,-71.236913,,,,,
190305,19-305,St-Augustin - arrêt 19-0305,,46.688721,-71.234801,,,,,
190295,19-295,St-Augustin / des Arbrisseaux,,46.681846,-71.230053,,,,,
190320,19-320,des Arbrisseaux / Brassard,,46.684149,-71.221933,,,,,
190115,19-115,Champfleury / de la Verveine,,46.680815,-71.227240,,,,,
190105,19-105,Champfleury / St-Augustin,,46.679944,-71.229474,,,,,
190095,19-095,St-Augustin / René-Lavertu,,46.678321,-71.229207,,,,,
190075,19-075,St-Augustin / D.-Anderson,,46.673516,-71.227783,,,,,
190065,19-065,St-Augustin / M.-Bégin,,46.671462,-71.229021,,,,,
190045,19-045,St-Augustin / Bussières,,46.665997,-71.232617,,,,,
190035,19-035,St-Augustin - arrêt 19-0035,,46.662907,-71.236530,,,,,
190025,19-025,St-Augustin / G.-Boutin,,46.659793,-71.239092,,,,,
190015,19-015,St-Augustin / Vieux Chemin,,46.649509,-71.241663,,,,,
190450,19-450,Beaulieu - arrêt 19-0450,,46.697458,-71.249613,,,,,
6198,6198,Beaulieu - arrêt 6198,,46.697533,-71.250516,,,,,
190430,19-430,Beaulieu / des Draveurs Sud,,46.694280,-71.243750,,,,,
190325,19-325,Beaulieu / des Draveurs Sud,,46.693814,-71.243399,,,,,
990111,,Institut de cardiologie et de pneumologie,,46.777722,-71.294559,,,,,
220155,22-155,Filteau / de Turin,,46.672546,-71.361248,,,,,
220170,22-170,de Turin / de Calgary,,46.673869,-71.361637,,,,,
220172,22-172,de Oslo / de Sapporo,,46.675398,-71.361771,,,,,
220165,22-165,de Turin / de Calgary,,46.674183,-71.362071,,,,,
220173,22-173,de Oslo / de Sapporo,,46.675506,-71.361602,,,,,
220180,22-180,de Nantes / de Lyon,,46.674424,-71.357333,,,,,
7385,7385,des Mélèzes - arrêt 7385,,46.711273,-71.342344,,,,,
7384,7384,des Mélèzes - arrêt 7384,,46.711390,-71.342165,,,,,
7298,7298,Forestier / des Moucherolles,,46.733608,-71.305940,,,,,
7297,7297,Forestier / des Moucherolles,,46.733548,-71.305596,,,,,
7392,7392,Méthot / de Chartres,,46.713815,-71.340122,,,,,
7393,7393,Méthot / de Chartres,,46.713795,-71.339624,,,,,
190375,19-375,de Charny / de la Rotonde,,46.708595,-71.265315,,,,,
190385,19-385,de Charny / des Générations,,46.711598,-71.269645,,,,,
990094,99-094,Terminus Lagueux,,46.672028,-71.341611,,,,,
990123,99-123,PRB des Rivières,,46.727449,-71.296144,,,,,
240345,24-345,PRB des Rivières,,46.727495,-71.296122,,,,,
650670,65-670,PRB des Rivières,,46.727545,-71.296108,,,,,
4334,4334,Vanier / Dumas,,46.735190,-71.206754,,,,,
160065,16-065,du Basilic / Taniata,,46.724881,-71.203008,,,,,
160055,16-055,de la Lavande / de la Marjolaine,,46.725368,-71.206507,,,,,
160045,16-045,de la Lavande / de la Menthe,,46.724178,-71.210336,,,,,
160043,16-043,de la Prairie / de la Menthe,,46.727647,-71.211777,,,,,
9902,9902,Garage ADCA,,46.686199,-71.325075,,,,,
5957,5957,E.-Lacasse / de la Concorde,,46.732099,-71.262304,,,,,
970237,97-237,du Colibri / de l'Étourneau,,46.720881,-71.253101,,,,,
