stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
970238,97-238,des G.-Becs / des Éperviers,,46.721515,-71.250636,,,,,
970239,97-239,des Éperviers /  des Générations,,46.721950,-71.253015,,,,,
970001,97-001,P.-Beaumont / A.-G.-Lajoie,,46.715014,-71.205775,,,,,
4925,4925,P.-Beaumont / Taniata,,46.718712,-71.197109,,,,,
4830,4830,Taniata / de la R.-Etchemin,,46.724134,-71.201553,,,,,
7257,7257,Plante / des Rivières,,46.716698,-71.298574,,,,,
160090,16-090,de la Menthe / de la Prairie,,46.727320,-71.211680,,,,,
990148,99-148,Arguin / des Rivières,,46.658935,-71.289541,,,,,
990149,99-149,de la Seine / Olivier,,46.708730,-71.298104,,,,,
990150,99-150,de la Seine / Olivier,,46.708563,-71.297963,,,,,
990323,99-323,G.-Couture / des Calfats,,46.822439,-71.126152,,,,,
110213,11-213,Lallemand / G.-Couture,,46.822540,-71.114976,,,,,2
7848,7848,M.-Victorin / de l'Étoile,,46.726419,-71.316678,,,,,
2523,2523,Pintendre / Brouard,,46.756111,-71.128340,,,,,
3513,3513,St-Omer / des Commandeurs,,46.807705,-71.164440,,,,,
3514,3514,St-Omer / des Commandeurs,,46.807884,-71.164737,,,,,
3517,3517,St-Omer / du Serrurier,,46.808862,-71.164808,,,,,
3518,3518,St-Omer / du Serrurier,,46.809049,-71.165356,,,,,
3521,3521,Parc du Menuisier,,46.810162,-71.166707,,,,,
3522,3522,Parc du Batelier,,46.810133,-71.166972,,,,,
3525,3525,St-Omer / Champagnat,,46.811573,-71.168809,,,,,
3526,3526,St-Omer / Champagnat,,46.811169,-71.168506,,,,,
3501,3501,du P.-Kennedy / de Sarosto,,46.786585,-71.163732,,,,,
3502,3502,du P.-Kennedy / de Sarosto,,46.786603,-71.164126,,,,,
3534,3534,St-Omer / St-Georges,,46.813969,-71.173910,,,,,
140020,14-020,A.-Desjardins / W.-Carrier,,46.789100,-71.157202,,,,,
3541,3541,Terminus de la Traverse,,46.810685,-71.186993,,,,,
3530,3530,St-Omer / D'Artimon,,46.811846,-71.171677,,,,,
3533,3533,St-Omer / St-Georges,,46.813859,-71.173465,,,,,
3510,3510,St-Omer / G.-Couture,,46.806917,-71.164633,,,,,
3529,3529,St-Omer / D'Artimon,,46.811982,-71.171468,,,,,
3369,3369,Flaubert / É.-Dallaire,,46.788609,-71.170096,,,,,
3309,3309,des Rubis / des Diamants,,46.776920,-71.190834,,,,,
3313,3313,des Rubis / T.-Chapais,,46.778323,-71.188742,,,,,
130312,13-312,H.-Fabre / R.-Lasnier,,46.777581,-71.181549,,,,,
130412,13-412,Bossuet / Lamartine,,46.788912,-71.179672,,,,,
3370,3370,Flaubert / É.-Dallaire,,46.788347,-71.170122,,,,,
130403,13-403,Bossuet / C.-Rodrigue,,46.787218,-71.183089,,,,,
3326,3326,T.-Chapais / H.-Fabre,,46.776354,-71.180062,,,,,
3310,3310,des Rubis / de la Galène,,46.777199,-71.190704,,,,,
3306,3306,des Rubis / des Zircons,,46.775751,-71.192805,,,,,
970002,97-002,Massenet / Fauré,,46.792862,-71.158981,,,,,
970003,97-003,Massenet / Fauré,,46.794267,-71.156349,,,,,
970004,97-004,Massenet / Ravel,,46.795332,-71.153559,,,,,
970005,97-005,Massenet / Berlioz,,46.796915,-71.152887,,,,,
970006,97-006,Berlioz / Ravel,,46.795828,-71.155582,,,,,
970007,97-007,Massenet / Fauré,,46.793062,-71.158822,,,,,
3373,3373,É.-Dallaire / Bizet,,46.794348,-71.163141,,,,,
220255,22-255,de la Chaux / Olivier,,46.680467,-71.343998,,,,,
220270,22-270,de la Chaux / Olivier,,46.680308,-71.344263,,,,,
970040,97-040,de Coutances / A.-Lachance,,46.765795,-71.138856,,,,,
970041,97-041,de Coutances / A.-Lachance,,46.765870,-71.139023,,,,,
970042,97-042,de Coutances / R.-A.-Beaudoin,,46.768932,-71.142872,,,,,
970043,97-043,de Coutances / R.-A.-Beaudoin,,46.768894,-71.142936,,,,,
4705,4705,Taniata - arrêt 4705,,46.736134,-71.212272,,,,,
5953,5953,E.-Lacasse / G.-Couture,,46.733839,-71.263006,,,,,
110003,11-003,Terminus de la Traverse,,46.810687,-71.187303,,,,,1
110002,11-002,Terminus de la Traverse,,46.810698,-71.187505,,,,,1
220223,22-223,de Nantes / de l'Oasis,,46.674733,-71.356804,,,,,
220236,22-236,de Nantes / de Strasbourg,,46.675538,-71.354609,,,,,
220603,22-603,Plante / Gosselin,,46.713541,-71.304734,,,,,
220582,22-582,Plante / V.-Crêpes,,46.714692,-71.301735,,,,,
220488,22-488,de la Seine / de Vimy,,46.706882,-71.302768,,,,,
220407,22-407,de la Seine / du Mans,,46.707844,-71.300179,,,,,
7376,7376,des Mélèzes / du Rocher,,46.713586,-71.346163,,,,,
7377,7377,du Rocher / des Mélèzes,,46.713530,-71.346449,,,,,
7372,7372,du Rocher / des Érables,,46.712873,-71.348146,,,,,
7873,7873,M.-Victorin / des Érables,,46.714715,-71.351180,,,,,
190188,19-188,St-Augustin / Champfleury,,46.679970,-71.229861,,,,,
190117,19-117,L.-Lapierre / Champfleury,,46.681692,-71.225007,,,,,
190252,19-252,des G.-Bois / de la Camarine,,46.684603,-71.215194,,,,,
190254,19-254,de la Viorne / de la Toundra,,46.687146,-71.215716,,,,,
190292,19-292,des Samares / des Mûriers,,46.684245,-71.217623,,,,,
190382,19-382,St-Augustin / Bon Air,,46.692342,-71.240984,,,,,
190323,19-323,St-Augustin / Bon Air,,46.692143,-71.240981,,,,,
190103,19-103,St-Augustin / des Arbrisseaux,,46.681694,-71.229782,,,,,
8076,8076,Station de St-Denis,,46.691099,-71.279794,,,,,
8075,8075,Station de St-Denis,,46.690800,-71.280502,,,,,
8078,8078,de St-Denis / des Muguets,,46.689431,-71.282696,,,,,
8077,8077,de St-Denis / des Pivoines,,46.689677,-71.282629,,,,,
8079,8079,de St-Denis / P.-Roy,,46.689144,-71.284954,,,,,
8417,8417,du G.-Tronc / G.-Bibeau,,46.697605,-71.289766,,,,,
8418,8418,du G.-Tronc / G.-Bibeau,,46.697731,-71.289804,,,,,
8422,8422,du G.-Tronc / A.-Baron,,46.699346,-71.287491,,,,,
8421,8421,du G.-Tronc / A.-Baron,,46.699156,-71.287592,,,,,
8434,8434,des Frênes / W.-Fortier,,46.703661,-71.288823,,,,,
650245,65-245,des Explorateurs / des Découvreurs,,46.591594,-71.201224,,,,,
650241,65-241,des Explorateurs /de Montcalm,,46.593730,-71.198512,,,,,
650239,65-239,du Pont / Jogue,,46.594176,-71.201838,,,,,
650237,65-237,du Pont / Le Moyne,,46.592354,-71.204482,,,,,
650252,65-252,du Pont / Le Moyne,,46.592080,-71.204647,,,,,
650254,65-254,du Pont / Jogue,,46.593949,-71.201869,,,,,
650256,65-256,des Explorateurs /de Montcalm,,46.593781,-71.198651,,,,,
650260,65-260,des Explorateurs / des Découvreurs,,46.591801,-71.201211,,,,,
650262,65-262,Cartier / Radisson,,46.590330,-71.203929,,,,,
220162,22-162,Filteau / de Turin,,46.672438,-71.360719,,,,,
220068,22-068,Filteau / Valroc,,46.670208,-71.367101,,,,,
190470,19-470,Beaulieu / Chenaux E.,,46.699589,-71.258630,,,,,
190482,19-482,Beaulieu / des Chenaux O.,,46.698237,-71.265087,,,,,
190361,19-361,Beaulieu / des Chenaux O.,,46.697819,-71.265468,,,,,
190357,19-357,Beaulieu / Chenaux E.,,46.699325,-71.258754,,,,,
190486,19-486,de la Jonction / de la Rotonde,,46.704381,-71.274323,,,,,
190367,19-367,de la Rotonde / de la Jonction,,46.704573,-71.274534,,,,,
190492,19-492,de la Rotonde / de Charny,,46.708261,-71.265138,,,,,
7929,7929,Station PRB des Rivières,,46.728477,-71.296238,,,,,
7925,7925,S.-M.-Chartrand / A.-Parizeau,,46.728623,-71.298941,,,,,
7921,7921,M.-C.-Daveluy / S.-M.-Chartrand,,46.728042,-71.300734,,,,,
7917,7917,M.-C.-Daveluy / G.-De Montreuil,,46.726384,-71.301478,,,,,
7266,7266,L.-Conan / M.-C.-Daveluy,,46.724752,-71.302208,,,,,
7270,7270,L.-Conan / M.-Corriveau,,46.726607,-71.304897,,,,,
7926,7926,S.-M.-Chartrand / A.-Parizeau,,46.728815,-71.298280,,,,,
7274,7274,S.--M.-Chartrand / L.-Conan,,46.727624,-71.306371,,,,,
7922,7922,S.--M.-Chartrand / M.-C.-Daveluy,,46.728216,-71.300568,,,,,
7915,7915,S.-M.-Chartrand / J.-Demers,,46.726593,-71.307969,,,,,
7918,7918,M.-C.-Daveluy / G.-De Montreuil,,46.726664,-71.301491,,,,,
7911,7911,J.-Demers / F.-Loranger,,46.722655,-71.303203,,,,,
7914,7914,M.-C.-Daveluy / L.-Conan,,46.724844,-71.301993,,,,,
7909,7909,J.-Demers / G.-Roy,,46.721887,-71.302081,,,,,
7269,7269,L.-Conan / M.-Corriveau,,46.726330,-71.304254,,,,,
7273,7273,L.-Conan / S.--M.-Chartrand,,46.727696,-71.306174,,,,,
7277,7277,S.-M.-Chartrand / J.-Demers,,46.726480,-71.308343,,,,,
7912,7912,J.-Demers / F.-Loranger,,46.722584,-71.303306,,,,,
8097,8097,de Bernières / du S.-Bois,,46.710498,-71.293152,,,,,
8098,8098,de Bernières / du S.-Bois,,46.710182,-71.293554,,,,,
8445,8445,des Frênes / de Bernières,,46.707703,-71.294269,,,,,
8442,8442,des Frênes / des Cèdres,,46.706819,-71.293362,,,,,
8433,8433,des Frênes / W.-Fortier,,46.703428,-71.288196,,,,,
8437,8437,des Frênes / du Domaine,,46.705265,-71.290791,,,,,
650243,65-243,des Explorateurs / Jogue,,46.592691,-71.200064,,,,,
650258,65-258,des Explorateurs / Jogue,,46.592919,-71.200000,,,,,
520305,52-305,Terminus de la Traverse,,46.810272,-71.187624,,,,,
990151,99-151,Collège de Lévis - du M.-Marie,,46.811233,-71.178981,,,,,
990152,99-152,Collège de Lévis - du M.-Marie,,46.811333,-71.178776,,,,,
990153,99-153,Collège de Lévis - du M.-Marie,,46.811414,-71.178603,,,,,
990154,99-154,Collège de Lévis - du M.-Marie,,46.811562,-71.178306,,,,,
3631,3631,A.-Desjardins / O.-J.-Morin,,46.800190,-71.172714,,,,,2
30142,03-142,Station Laprise,,46.654988,-71.294269,,,,,2
30143,03-143,Station Laprise,,46.655335,-71.293871,,,,,2
220147,22-147,Filteau / Valroc,,46.670025,-71.366991,,,,,
220182,22-182,Filteau / de l'Oasis,,46.673843,-71.356174,,,,,
220227,22-227,Filteau / de l'Oasis,,46.674035,-71.356097,,,,,
220238,22-238,Filteau / de Beauvais,,46.675154,-71.352316,,,,,
220233,22-233,Filteau / de Beauvais,,46.675431,-71.352171,,,,,
7877,7877,M.-Victorin / des Mélèzes,,46.715465,-71.348562,,,,,
7876,7876,M.-Victorin / des Scirpes,,46.715765,-71.348074,,,,,
4753,4753,de la Colombière / de Vinci,,46.714800,-71.201201,,,,,
4757,4757,de la Colombière / des Champs,,46.711547,-71.200028,,,,,
3677,3677,St-Omer / St-Louis-de-France,,46.817779,-71.179365,,,,,2
3177,3177,St-Omer / St-Louis-de-France,,46.818014,-71.179417,,,,,2
3389,3389,St-Omer / des Forts,,46.802259,-71.157070,,,,,
3390,3390,St-Omer / des Forts,,46.802886,-71.158586,,,,,
30163,03-163,Station Saindon,,46.662426,-71.284370,,,,,2
30162,03-162,Station Saindon,,46.662521,-71.283749,,,,,2
3830,3830,Saint-Laurent / arrêt 3830,,46.813944,-71.184953,,,,,
3829,3829,Saint-Laurent / arrêt 3829,,46.814186,-71.184984,,,,,
5421,5421,Beaumont / Trudelle,,46.750132,-71.223474,,,,,
5478,5478,St-Eustache / du Fleuve,,46.755583,-71.244700,,,,,
5477,5477,du Fleuve / St-Eustache,,46.755727,-71.244741,,,,,
5482,5482,St-Eustache - arrêt 5482,,46.753886,-71.242855,,,,,
5481,5481,St-Eustache - arrêt 5481,,46.753887,-71.243153,,,,,
5498,5498,du Sault / Desneiges,,46.750320,-71.248597,,,,,
4929,4929,de la Prairie / Taniata,,46.729891,-71.207250,,,,,
110367,11-367,Caron / du Tadoussac,,46.823460,-71.150852,,,,,1
120047,12-047,Caron / des Laquiers,,46.819159,-71.146335,,,,,
120049,12-049,Caron / P.-Romain,,46.820321,-71.147050,,,,,
120055,12-055,Caron / des Traversiers,,46.821256,-71.148030,,,,,
120065,12-065,des Gaspésiennes / du Tadoussac,,46.822734,-71.147294,,,,,
120075,12-075,des Gaspésiennes / des B.-Glaces,,46.822458,-71.144331,,,,,
120085,12-085,Langelier / des Gaspésiennes,,46.820971,-71.141963,,,,,
120095,12-095,Langelier / des Chalands,,46.819019,-71.141943,,,,,
120105,12-105,des Capucines / des Jacinthes,,46.817897,-71.138776,,,,,
120115,12-115,des Mimosas / des Jacinthes,,46.815821,-71.138512,,,,,
1210,1210,des Lilas / des Mimosas,,46.814748,-71.140918,,,,,
120371,12-371,Collège de Lévis - Mgr-Gosselin,,46.811096,-71.179966,,,,,
3329,3329,Thomas-Chapais / Robert-Rumilly,,46.777121,-71.176869,,,,,
3330,3330,Thomas-Chapais / Robert-Rumilly,,46.777182,-71.177174,,,,,
3333,3333,Thomas-Chapais / Ernest-Chouinard,,46.778444,-71.173724,,,,,
3334,3334,Thomas-Chapais / Ernest-Chouinard,,46.778648,-71.173866,,,,,
3337,3337,Thomas-Chapais / Charles-Rodrigue,,46.779630,-71.172803,,,,,
3346,3346,Lamartine / Charles-Rodrigue,,46.779912,-71.172725,,,,,
3349,3349,Lamartine / de Ségur,,46.781720,-71.171296,,,,,
3350,3350,Lamartine / de Ségur,,46.782025,-71.171208,,,,,
130490,13-490,Bossuet / Victor-Hugo,,46.789692,-71.176980,,,,,
130495,13-495,Bossuet / Victor-Hugo,,46.790027,-71.176866,,,,,
130500,13-500,Bossuet / Châteaubriand,,46.791543,-71.174810,,,,,
130505,13-505,Bossuet / Châteaubriand,,46.791806,-71.174782,,,,,
7262,7262,École de l'Envol,,46.723659,-71.300120,,,,,
7829,7829,de l'Estran - arrêt 7829,,46.726404,-71.327098,,,,,
7828,7828,de l'Estran - arrêt 7828,,46.726392,-71.327287,,,,,
7833,7833,de l'Estran / du Pèlerin,,46.728024,-71.326847,,,,,
7832,7832,de l'Estran / du Pèlerin,,46.728249,-71.326809,,,,,
7837,7837,de l'Estran / de l'Étoile,,46.729680,-71.322275,,,,,
7836,7836,de l'Estran / de l'Étoile,,46.729856,-71.322115,,,,,
7841,7841,de l'Estran / du Hunier,,46.730283,-71.319326,,,,,
7902,7902,de l'Estran / de la Corniche,,46.730421,-71.319165,,,,,
7905,7905,de l'Estran / de la Misaine,,46.730160,-71.314388,,,,,
7906,7906,de l'Estran / de la Misaine,,46.730003,-71.313863,,,,,
7285,7285,du Butor / des Viréos,,46.730333,-71.309527,,,,,
7286,7286,des Viréos / du Butor,,46.730291,-71.309873,,,,,
7289,7289,des Viréos / des Chevaliers,,46.731246,-71.307008,,,,,
7290,7290,des Chevaliers / des Viréos,,46.731273,-71.307661,,,,,
970010,97-010,Massenet / Bizet,,46.792370,-71.160296,,,,,
970011,97-011,Berlioz / É.-Dallaire,,46.796368,-71.157694,,,,,
3374,3374,É.-Dallaire / Bizet,,46.794692,-71.162650,,,,,
3381,3381,É.-Dallaire / Berlioz,,46.796653,-71.157155,,,,,
970015,97-015,Berlioz / Ravel,,46.795495,-71.155853,,,,,
970016,97-016,Massenet / Berlioz,,46.796591,-71.152739,,,,,
970017,97-017,Massenet / Ravel,,46.795518,-71.153452,,,,,
970019,97-019,Massenet / Fauré,,46.794628,-71.156055,,,,,
990141,99-141,École M.-Mallet - Déziel,,46.809929,-71.184664,,,,,
7282,7282,des Aigrettes / de l'Estran,,46.729324,-71.312474,,,,,
7281,7281,des Aigrettes / de l'Estran,,46.729280,-71.312082,,,,,
3301,3301,Station des Rubis,,46.774888,-71.195392,,,,,
7265,7265,L.-Conan / M.-C.-Daveluy,,46.724651,-71.301861,,,,,
7705,7705,Forestier / de la Corniche,,46.735127,-71.307887,,,,,
170245,17-245,du Fleuve - arrêt 17-0245,,46.750301,-71.252677,,,,,
1068,1068,des Riveurs / des Cordiers,,46.817517,-71.114965,,,,,2
1067,1067,des Riveurs / des Cordiers,,46.817274,-71.114235,,,,,2
7358,7358,des Genévriers / M.-Victorin,,46.713031,-71.356352,,,,,
230800,23-800,de l'Affluent / du Méandre,,46.723798,-71.295701,,,,,
230810,23-810,de l'Affluent / du Replat,,46.725815,-71.293829,,,,,
230820,23-820,du Replat / de l'Aquifère,,46.722198,-71.293471,,,,,
1075,1075,J.-Marchand / des Riveurs,,46.816626,-71.128274,,,,,2
1076,1076,J.-Marchand / des Riveurs,,46.816557,-71.128635,,,,,2
1072,1072,Parc industriel de Lauzon,,46.818619,-71.122994,,,,,2
1071,1071,Parc industriel de Lauzon,,46.818543,-71.123384,,,,,2
1079,1079,J.-Marchand / G.-Couture,,46.820148,-71.130765,,,,,2
8002,8002,Parc industriel de Bernières-Sud,,46.673339,-71.337524,,,,,2
8006,8006,J.-A.-Bombardier / Industriel,,46.675448,-71.341924,,,,,2
4872,4872,Taniata / des Champs,,46.713812,-71.193310,,,,,
7881,7881,M.-Victorin / de l'Estran,,46.724532,-71.324283,,,,,
4933,4933,de la Prairie / de la Citronnelle,,46.727093,-71.213500,,,,,
4934,4934,de la Prairie / de la Citronnelle,,46.726806,-71.213665,,,,,
4930,4930,de la Prairie / du Fenouil,,46.728943,-71.208944,,,,,
4854,4854,de la Colombière / de Vinci,,46.714714,-71.200953,,,,,
4850,4850,de la Colombière / P.-Beaumont,,46.716411,-71.202568,,,,,
4941,4941,de la Prairie / du Centaure,,46.723660,-71.221163,,,,,
8410,8410,des Hiboux / du Bourgeois,,46.695365,-71.293700,,,,,
8414,8414,du Grand-Tronc / Bilodeau,,46.696684,-71.291452,,,,,
8413,8413,du Grand-Tronc / P.-Roy,,46.696269,-71.291894,,,,,
7825,7825,de l'Estran / M.-Victorin,,46.725073,-71.325683,,,,,
7824,7824,de l'Estran / M.-Victorin,,46.724903,-71.325796,,,,,
6903,6903,des B.-Amours / des P.-Neige,,46.721490,-71.259977,,,,,
6904,6904,des B.-Amours / des P.-Neige,,46.721307,-71.259973,,,,,
6912,6912,du M.-Joffre / des B.-Amours,,46.719423,-71.264460,,,,,
6911,6911,des B.-Amours / du M.-Joffre,,46.719510,-71.264300,,,,,
6908,6908,des B.-Amours / du Liseron,,46.720394,-71.261997,,,,,
6907,6907,des B.-Amours / du Liseron,,46.720365,-71.262425,,,,,
1213,1213,des Lilas / des Forts,,46.813347,-71.140421,,,,,
1214,1214,des Lilas / des Forts,,46.813514,-71.140220,,,,,
1217,1217,des Lilas / de l'Orge,,46.811390,-71.137983,,,,,
1218,1218,de l'Orge / des Lilas,,46.811258,-71.137867,,,,,
1221,1221,du Blé - arrêt 1221,,46.811540,-71.140727,,,,,
1222,1222,du Blé - arrêt 1222,,46.811493,-71.140909,,,,,
1225,1225,du Millet / de l'Avoine,,46.812157,-71.142937,,,,,
1226,1226,de l'Avoine / du Millet,,46.812068,-71.143138,,,,,
1233,1233,des Forts / Mgr-Bourget,,46.812955,-71.147457,,,,,
1234,1234,des Forts / Mgr-Bourget,,46.812861,-71.147194,,,,,
3056,3056,É.-Dallaire /A.-Desjardins,,46.793284,-71.164956,,,,,2
3057,3057,É.-Dallaire /A.-Desjardins,,46.793424,-71.165190,,,,,1
6902,6902,des B.-Amours / des Tourtes,,46.722766,-71.256868,,,,,
120140,12-140,des Lilas / des Camélias,,46.815858,-71.142429,,,,,
120135,12-135,des Lilas / des Camélias,,46.815874,-71.142767,,,,,
120125,12-125,des Lilas / des Mimosas,,46.814825,-71.141320,,,,,
7278,7278,J.-Demers / S.-M.-Chartrand,,46.726270,-71.308725,,,,,
6901,6901,des Tourtes / des B.-Amours,,46.722932,-71.256997,,,,,
1901,1901,Caron / C.-Poiré,,46.817555,-71.145091,,,,,
220225,22-225,de Nantes / de Strasbourg,,46.675730,-71.354550,,,,,
190190,19-190,Champfleury / de la Verveine,,46.680762,-71.227046,,,,,
190245,19-245,de l'A.-des-Bois / des Arbrisseaux,,46.683888,-71.219703,,,,,
190265,19-265,des Arbrisseaux / du Labrador,,46.683786,-71.223641,,,,,
190215,19-215,de la Viorne / de la Toundra,,46.686998,-71.215967,,,,,
190185,19-185,des G.-Bois / des Arbrisseaux,,46.682700,-71.217621,,,,,
190175,19-175,des Arbrisseaux / des Conifères,,46.681326,-71.216552,,,,,
190255,19-255,des Arbrisseaux / Brassard,,46.683968,-71.222211,,,,,
190187,19-187,des G.-Bois / de la Camarine,,46.684705,-71.215383,,,,,
190217,19-217,des Samares / des C.-Verts,,46.686340,-71.216808,,,,,
190219,19-219,des Mûriers / des Samares,,46.684129,-71.217874,,,,,
190267,19-267,L.-Lapierre / des Arbrisseaux,,46.683565,-71.225292,,,,,
190192,19-192,Champfleury / L.-Lapierre,,46.681559,-71.225022,,,,,
6101,6101,des T.-Manoirs / de l'Oiselet,,46.667799,-71.228767,,,,,
6102,6102,des T.-Manoirs / de l'Oiselet,,46.667903,-71.228707,,,,,
6103,6103,des T.-Manoirs / de la Coupe,,46.668337,-71.224258,,,,,
6104,6104,des T.-Manoirs / de la Coupe,,46.668736,-71.224185,,,,,
6106,6106,des T.-Manoirs / du Surintendant,,46.670857,-71.224334,,,,,
6105,6105,des T.-Manoirs / du Surintendant,,46.670594,-71.224309,,,,,
6107,6107,des T.-Manoirs / des Bois,,46.672141,-71.221762,,,,,
6108,6108,des T.-Manoirs / des Bois,,46.672230,-71.221962,,,,,
6109,6109,des T.-Manoirs / des Seigneurs,,46.672856,-71.220099,,,,,
6110,6110,des T.-Manoirs / des Seigneurs,,46.672967,-71.220156,,,,,
6111,6111,des T.-Manoirs - arrêt 6111,,46.674584,-71.218789,,,,,
6112,6112,des T.-Manoirs - arrêt 6112,,46.675149,-71.218400,,,,,
6113,6113,Brassard / des Seigneurs,,46.676180,-71.217898,,,,,
6114,6114,Brassard / des Seigneurs,,46.676404,-71.218424,,,,,
6115,6115,Parc Ian Breakey,,46.677811,-71.219640,,,,,
6116,6116,Parc Ian Breakey,,46.677766,-71.219776,,,,,
130277,13-277,Charles-Rodrigue / Thomas-Chapais,,46.779799,-71.172964,,,,,
5445,5445,de St-Romuald / E.-Beaulieu,,46.754175,-71.233828,,,,,
5446,5446,de St-Romuald / E.-Beaulieu,,46.754011,-71.233852,,,,,
5442,5442,Bellevue / de Saint-Romuald,,46.752618,-71.231162,,,,,
5441,5441,Bellevue / de Saint-Romuald,,46.752596,-71.231449,,,,,
5436,5436,Bellevue / Leduc,,46.755010,-71.227208,,,,,
5449,5449,de St-Romuald / du Sault,,46.755661,-71.235961,,,,,
5450,5450,de St-Romuald / du Sault,,46.755767,-71.236391,,,,,
5457,5457,de St-Romuald / du Fleuve,,46.758244,-71.239623,,,,,
5453,5453,de St-Romuald / St-Jean-Baptiste,,46.757288,-71.238242,,,,,
5454,5454,de St-Romuald / St-Jean-Baptiste,,46.757412,-71.238662,,,,,
6915,6915,École Les Etchemins,,46.720649,-71.266107,,,,,
6916,6916,École Les Etchemins,,46.720400,-71.265822,,,,,
6919,6919,École Les Etchemins,,46.719318,-71.268436,,,,,
2501,2501,de l'Hôtel-des-Plaines / Robertson,,46.749987,-71.117805,,,,,
2503,2503,P.-Turgeon / Robertson,,46.747982,-71.116125,,,,,
190480,19-480,Beaulieu - arrêt 19-0480,,46.699055,-71.262656,,,,,
190359,19-359,Beaulieu - arrêt 19-0359,,46.698954,-71.262273,,,,,
110284,11-284,Lallemand - arrêt 11-0284,,46.816075,-71.105239,,,,,2
3659,3659,D.-Desjardins / St-Louis,,46.805357,-71.183603,,,,,1
3817,3817,du Passage / St-Louis,,46.805860,-71.182552,,,,,
3810,3810,D.-Desjardins / St-Georges,,46.803743,-71.181192,,,,,
3814,3814,D.-Desjardins / de l'Arsenal,,46.804426,-71.182168,,,,,
3813,3813,du Passage / H.-Smith,,46.805188,-71.181492,,,,,
3821,3821,du Passage / Wolfe,,46.807123,-71.184781,,,,,
3603,3603,D.-Desjardins / Wolfe,,46.806619,-71.185361,,,,,
3806,3806,D.-Desjardins / A.-Desjardins,,46.803037,-71.178502,,,,,
3802,3802,Société de transport de Lévis,,46.804067,-71.160242,,,,,
3382,3382,É.-Dallaire / Berlioz,,46.796890,-71.157455,,,,,
3378,3378,É.-Dallaire / Weyman,,46.796355,-71.160206,,,,,
3377,3377,É.-Dallaire / Weyman,,46.796364,-71.159723,,,,,
3385,3385,É.-Dallaire / St-Omer,,46.798485,-71.153123,,,,,
3386,3386,St-Omer / É.-Dallaire,,46.799658,-71.153753,,,,,
6117,6117,Brassard / Ste-Hélène,,46.678553,-71.220358,,,,,
190085,19-085,St-Augustin / Ste-Hélène,,46.675350,-71.228027,,,,,
2511,2511,Pintendre / J.-M.-Demers,,46.750888,-71.120949,,,,,
3066,3066,Clinique médicale L.-métro - É.-Dallaire,,46.791238,-71.167385,,,,,2
3067,3067,Clinique médicale L.-métro - É.-Dallaire,,46.792005,-71.166894,,,,,2
4942,4942,de la Prairie / du Centaure,,46.723625,-71.220851,,,,,
3934,3934,Centre de formation aux mesures d'urgence,,46.752047,-71.183330,,,,,
3933,3933,Centre de formation aux mesures d'urgence,,46.752128,-71.183074,,,,,
3929,3929,Centre de formation en mécanique de véhicules lourds,,46.747758,-71.188564,,,,,
1241,1241,E.-J.-Massicotte / L.-Ruelland,,46.812297,-71.153464,,,,,
1245,1245,L.-Ruelland / O.-Leduc,,46.810661,-71.155303,,,,,
1253,1253,A.-Dumouchel / P.-É.-Borduas,,46.807441,-71.157824,,,,,
1257,1257,P.-É.-Borduas / A.-Pellan,,46.808502,-71.159783,,,,,
1905,1905,du M.-Ruel / Caron,,46.824569,-71.152971,,,,,
1906,1906,Caron / du M.-Ruel,,46.824533,-71.152430,,,,,
3959,3959,H.-Fabre / R.-Lasnier,,46.777502,-71.181188,,,,,
3960,3960,H.-Fabre / T.-Chapais,,46.776362,-71.180319,,,,,
3993,3993,du P.-Kennedy / arrêt 3993,,46.788883,-71.167032,,,,,
3994,3994,du P.-Kennedy / arrêt 3994,,46.788930,-71.167469,,,,,
7291,7291,des Harfangs / des Sizerins,,46.731676,-71.304354,,,,,
7292,7292,des Harfangs / des Sizerins,,46.731885,-71.304036,,,,,
7261,7261,École de l'Envol,,46.723725,-71.299795,,,,,
8021,8021,Station de l'Aréna,,46.652096,-71.313350,,,,,1
8022,8022,Station de l'Aréna,,46.652110,-71.313096,,,,,2
7260,7260,Laure-Conan / des Rivières,,46.723686,-71.297909,,,,,
970012,97-012,Berlioz / É.-Dallaire,,46.796314,-71.157928,,,,,
5208,5208,du Fleuve - arrêt 5208,,46.751890,-71.249935,,,,,
6184,6184,Bon-Air / des Benoîtes,,46.693950,-71.235703,,,,,
6191,6191,des Draveurs / Beaulieu,,46.695494,-71.245822,,,,,
6430,6430,Ste-Hélène - arrêt 6430,,46.689105,-71.199775,,,,,
6429,6429,Ste-Hélène - arrêt 6429,,46.689101,-71.199271,,,,,
4910,4910,Carillon / des Outardes,,46.701045,-71.186882,,,,,
4906,4906,Manic / Beauharnois,,46.703041,-71.187910,,,,,
2909,2909,des Labours / des Semences,,46.780628,-71.144302,,,,,
2913,2913,des Semences / Harlaka,,46.779303,-71.145257,,,,,
650236,65-236,du Pont / des Érables,,46.587599,-71.211241,,,,,
190140,19-140,St-Augustin / M.-Bégin,,46.671404,-71.228932,,,,,
190150,19-150,St-Augustin / D.-Anderson,,46.673593,-71.227535,,,,,
190160,19-160,St-Augustin / Ste-Hélène,,46.675144,-71.227747,,,,,
